date,neer,ktb_1y,ktb_10y,kospi,cycle_raw,policy_raw,trade_raw,risk_raw,cycle,policy,trade,risk,cycle_z,policy_z,trade_z,risk_z,n_themes,macro_sign,macro_z
2017-02-16,104.0195191804688,1.459,2.144,2081.84,-0.019996110023702447,-0.03200000000000003,0.07581598357613473,-0.1266151646508547,-1.0,-1.0,1.0,-1.0,-0.2420769379922712,-0.11832021098974331,,-0.9364157787472637,4,-0.5,-0.4322709759097594
2017-02-17,104.14879222875182,1.457,2.135,2080.58,-0.019996110023702447,-0.025000000000000133,0.08109920326874942,-0.1273613724834276,-1.0,-1.0,1.0,-1.0,-0.242133750186671,-0.09194974604378028,,-0.9333677905774556,4,-0.5,-0.4224837622693023
2017-02-20,103.66602329774337,1.465,2.184,2084.39,-0.019996110023702447,-0.02200000000000002,0.08363417225595704,-0.11830051878162473,-1.0,-1.0,1.0,-1.0,-0.24219103781210993,-0.08051247491045277,,-0.8603012901317937,4,-0.5,-0.39433493428478544
2017-02-21,103.4379065168798,1.465,2.202,2102.93,-0.019996110023702447,-0.008000000000000007,0.08271464043406418,-0.12400667771985854,-1.0,-1.0,1.0,-1.0,-0.24224879570656738,-0.029155043205072874,,-0.894469736088173,4,-0.5,-0.38862452499993777
2017-02-22,103.61383592153248,1.472,2.246,2106.61,-0.019996110023702447,-0.0040000000000000036,0.09153064948089007,-0.12793246705491737,-1.0,-1.0,1.0,-1.0,-0.24230701877348046,-0.014520890204949432,,-0.9150930086841039,4,-0.5,-0.39064030588751125
2017-02-23,104.03844565215688,1.468,2.206,2107.63,-0.019996110023702447,0.0020000000000000018,0.09556875943423027,-0.12625386449761386,-1.0,1.0,1.0,-1.0,-0.24236570198072985,0.007234880398345021,,-0.8959725704640097,4,0.0,-0.3770344640154648
2017-02-24,104.10456974924011,1.463,2.175,2094.12,-0.019996110023702447,0.0020000000000000018,0.09271774772919095,-0.11958644452660747,-1.0,1.0,1.0,-1.0,-0.24242484035964426,0.007210026767482685,,-0.8428099051624016,4,0.0,-0.3593415729181877
2017-02-27,104.82798933971692,1.463,2.172,2085.52,-0.019996110023702447,0.0020000000000000018,0.10347656529469518,-0.11303810775733386,-1.0,1.0,1.0,-1.0,-0.2424844290040235,0.007185858616436208,,-0.791879042540241,4,0.0,-0.3423925376426094
2017-02-28,104.76912217629844,1.462,2.162,2091.64,-0.019996110023702447,0.001000000000000112,0.10403108772514003,-0.11625993136349014,-1.0,1.0,1.0,-1.0,-0.2425444630691794,0.0035810236786403635,,-0.8094296680244879,4,0.0,-0.34946436913834233
2017-03-02,104.89158087498728,1.48,2.224,2102.65,-0.09012969474900996,-0.016999999999999904,0.10248186401254777,-0.12765436608442432,-1.0,-1.0,1.0,-1.0,-1.0,-0.06063295535473228,,-0.8823738171921132,4,-0.5,-0.6476689241822818
2017-03-03,104.28424392153948,1.48,2.231,2078.75,-0.09012969474900996,-0.010999999999999899,0.1033253073154361,-0.09758133191149074,-1.0,-1.0,1.0,-1.0,-1.0,-0.039089735376517123,,-0.671761875229075,4,-0.5,-0.5702838702018641
2017-03-06,103.21539716024066,1.493,2.264,2081.36,-0.09012969474900996,-0.0030000000000001137,0.08768770520689095,-0.09253116257434121,-1.0,-1.0,1.0,-1.0,-1.0,-0.010626406018908068,,-0.6347430883646014,4,-0.5,-0.5484564981278365
2017-03-07,102.96665036658828,1.513,2.31,2094.05,-0.09012969474900996,-0.015999999999999792,0.07593085559537993,-0.10262759774408667,-1.0,-1.0,1.0,-1.0,-1.0,-0.05646461817533446,,-0.7009695863597141,4,-0.5,-0.5858114015116829
2017-03-08,103.38754475595572,1.512,2.302,2095.41,-0.09012969474900996,-0.02299999999999991,0.07468334997463177,-0.10269209065959589,-1.0,-1.0,1.0,-1.0,-1.0,-0.08085061267007806,,-0.6984598082257734,4,-0.5,-0.5931034736319505
2017-03-09,104.00436934678754,1.516,2.318,2091.06,-0.09012969474900996,-0.03200000000000003,0.07507545957841444,-0.1096734676230521,-1.0,-1.0,1.0,-1.0,-1.0,-0.1120146219313996,,-0.7424277823802478,4,-0.5,-0.6181474681038824
2017-03-10,103.36378229281804,1.508,2.318,2097.35,-0.09012969474900996,-0.03699999999999992,0.07182181283778366,-0.10877359316689347,-1.0,-1.0,1.0,-1.0,-1.0,-0.12895690963891004,,-0.7330117305874427,4,-0.5,-0.6206562134087843
2017-03-13,102.90520656637578,1.499,2.301,2117.59,-0.09012969474900996,-0.013000000000000123,0.07554445230798112,-0.10762526621302687,-1.0,-1.0,1.0,-1.0,-1.0,-0.045163659025169986,,-0.7221522561287946,4,-0.5,-0.5891053050513215
2017-03-14,103.75914744369416,1.492,2.29,2133.78,-0.09012969474900996,0.03499999999999992,0.07996977937869154,-0.10858603200801108,-1.0,1.0,1.0,-1.0,-1.0,0.1214212815058238,,-0.7254815407970857,4,0.0,-0.5346867530970872
2017-03-15,103.87247967694675,1.494,2.272,2133.0,-0.09012969474900996,0.030000000000000027,0.07684274479584996,-0.10690427584532475,-1.0,1.0,1.0,-1.0,-1.0,0.10391411988725001,,-0.7113644200320486,4,0.0,-0.5358167667149328
2017-03-16,103.52234408196944,1.477,2.176,2150.08,-0.09012969474900996,0.053999999999999826,0.060962975907634664,-0.10900673654210039,-1.0,1.0,1.0,-1.0,-1.0,0.18689778766768145,,-0.7223743868363476,4,0.0,-0.5118255330562221
2017-03-17,104.66573355591602,1.476,2.179,2164.58,-0.09012969474900996,0.06299999999999994,0.07219163941239248,-0.11306858309404916,-1.0,1.0,1.0,-1.0,-1.0,0.21793391793015168,,-0.7460362013770857,4,0.0,-0.5093674278156447
2017-03-20,104.64870753342863,1.477,2.185,2157.01,-0.09012969474900996,0.04599999999999982,0.07694413149259294,-0.10743892542424174,-1.0,1.0,1.0,-1.0,-1.0,0.1589715113628094,,-0.7062094982188571,4,0.0,-0.5157459956186826
2017-03-21,105.25109464718965,1.475,2.186,2178.38,-0.09012969474900996,0.041999999999999815,0.0727320304247403,-0.11746208297310712,-1.0,1.0,1.0,-1.0,-1.0,0.14499351635341057,,-0.7686142898925784,4,0.0,-0.5412069245130559
2017-03-22,105.90642889105008,1.472,2.153,2168.3,-0.09012969474900996,0.04600000000000004,0.0683506029298746,-0.11192942193983788,-1.0,1.0,1.0,-1.0,-1.0,0.15865619502070677,,-0.7295205872366742,4,0.0,-0.5236214640719892
2017-03-23,105.2043358458253,1.476,2.151,2172.72,-0.09012969474900996,0.05499999999999994,0.06370229673686723,-0.1087489316599056,-1.0,1.0,1.0,-1.0,-1.0,0.1895748086840747,,-0.7062348598177678,4,0.0,-0.5055533503778977
2017-03-24,105.5999034126734,1.482,2.175,2168.95,-0.09012969474900996,0.04899999999999993,0.06226004805215357,-0.10817898057248797,-1.0,1.0,1.0,-1.0,-1.0,0.1687604564785749,,-0.7000890176478185,4,0.0,-0.5104428537230812
2017-03-27,105.21285371191688,1.468,2.15,2155.66,-0.09012969474900996,0.05499999999999994,0.05484684441014309,-0.10614948139876537,-1.0,1.0,1.0,-1.0,-1.0,0.18931019772326557,,-0.6847227276917565,4,0.0,-0.49847084332283026
2017-03-28,105.8822263051896,1.472,2.161,2163.31,-0.09012969474900996,0.04600000000000004,0.06708197706644725,-0.11270021801759679,-1.0,1.0,1.0,-1.0,-1.0,0.15820083726702716,,-0.7243178146729927,4,0.0,-0.5220389924686551
2017-03-29,106.1829094185569,1.47,2.159,2166.98,-0.09012969474900996,0.04499999999999993,0.0709873968847905,-0.11495564229421103,-1.0,1.0,1.0,-1.0,-1.0,0.15463260073958418,,-0.7360464121984145,4,0.0,-0.5271379371529434
2017-03-30,106.0437371076712,1.47,2.184,2164.64,-0.09012969474900996,0.020000000000000018,0.07103443995039083,-0.11253512933065334,-1.0,1.0,1.0,-1.0,-0.997943088469658,0.06861957997148382,,-0.7180417404700056,4,0.0,-0.5491217496560599
2017-03-31,105.936051613337,1.467,2.177,2160.23,-0.09012969474900996,0.018000000000000016,0.06680061990976682,-0.10767808899083894,-1.0,1.0,1.0,-1.0,-0.9943428123242398,0.06166069470308724,,-0.6849537668651153,4,0.0,-0.5392119614954226
2017-04-03,105.62293680285111,1.462,2.177,2167.51,-0.11148400953850765,0.02300000000000013,0.05855534641654181,-0.11322901850732185,-1.0,1.0,1.0,-1.0,-1.0,0.07867981428676321,,-0.7178321057679958,4,0.0,-0.5463840971604109
2017-04-04,106.08682204710092,1.453,2.139,2161.1,-0.11148400953850765,0.030000000000000027,0.05658836608419371,-0.11821326585792631,-1.0,1.0,1.0,-1.0,-1.0,0.10250839430379594,,-0.7466870376639628,4,0.0,-0.5480595477867224
2017-04-05,105.66385173820336,1.455,2.141,2160.85,-0.11148400953850765,0.018000000000000016,0.0564863990436546,-0.11792515547225843,-1.0,1.0,1.0,-1.0,-1.0,0.06141462324216795,,-0.7422184005612807,4,0.0,-0.5602679257730375
2017-04-06,105.17538962401883,1.466,2.182,2152.75,-0.11148400953850765,0.01200000000000001,0.05040889043990582,-0.12400463840325841,-1.0,1.0,1.0,-1.0,-1.0,0.04087677342074623,,-0.7774235527565415,4,0.0,-0.5788489264452651
2017-04-07,104.61871904176088,1.469,2.193,2151.73,-0.11148400953850765,0.008999999999999897,0.050067115501183146,-0.12004880061663709,-1.0,1.0,1.0,-1.0,-1.0,0.03060619630591452,,-0.7499573177272518,4,0.0,-0.5731170404737791
2017-04-10,104.4148661948346,1.486,2.253,2133.32,-0.11148400953850765,-0.0029999999999998916,0.04971990423727135,-0.11383323663678473,-1.0,-1.0,1.0,-1.0,-1.0,-0.010181473003566296,,-0.7089715036721126,4,-0.5,-0.5730509922252263
2017-04-11,103.75583395204664,1.468,2.204,2123.85,-0.11148400953850765,0.013000000000000123,0.041606196629184744,-0.10695686858836691,-1.0,1.0,1.0,-1.0,-1.0,0.044054467517969965,,-0.6644671582504811,4,0.0,-0.5401375635775038
2017-04-12,103.29658245112468,1.462,2.205,2128.91,-0.11148400953850765,0.020000000000000018,0.040572245317481936,-0.11026876927669302,-1.0,1.0,1.0,-1.0,-1.0,0.06769190233089795,,-0.6832105045822343,4,0.0,-0.5385062007504454
2017-04-13,103.13642641523404,1.457,2.172,2148.61,-0.11148400953850765,0.026000000000000023,0.03451658628522747,-0.11153783218329778,-1.0,1.0,1.0,-1.0,-1.0,0.08790740302403154,,-0.6892094637713132,4,0.0,-0.5337673535824272
2017-04-14,104.28141648222432,1.458,2.185,2134.88,-0.11148400953850765,0.04899999999999993,0.04049071499750134,-0.08460981162790374,-1.0,1.0,1.0,-1.0,-1.0,0.1656001580167011,,-0.522242159243894,4,0.0,-0.4522140004090643
2017-04-17,103.63217136434602,1.46,2.173,2145.78,-0.11148400953850765,0.04600000000000004,0.04051459902750576,-0.08966785819838785,-1.0,1.0,1.0,-1.0,-1.0,0.15538550377949192,,-0.5527237228551127,4,0.0,-0.46577940635854026
2017-04-18,103.81279054141348,1.463,2.174,2148.46,-0.11148400953850765,0.051999999999999824,0.03966998277887246,-0.09338444581741077,-1.0,1.0,1.0,-1.0,-1.0,0.1755952644138816,,-0.5747687091165363,4,0.0,-0.46639114823421823
