date,neer,ktb_1y,ktb_10y,kospi,cycle_raw,policy_raw,trade_raw,risk_raw,cycle,policy,trade,risk,cycle_z,policy_z,trade_z,risk_z,n_themes,macro_sign,macro_z
2015-04-23,,1.7,2.266,2173.41,0.01738638622378235,,,,1.0,,,,,,,,1,,
2015-04-24,,1.715,2.285,2159.8,0.01738638622378235,,,,1.0,,,,,,,,1,,
2015-04-27,,1.72,2.29,2157.54,0.01738638622378235,,,,1.0,,,,,,,,1,,
2015-04-28,,1.753,2.367,2147.67,0.01738638622378235,,,,1.0,,,,,,,,1,,
2015-04-29,,1.762,2.38,2142.63,0.01738638622378235,,,,1.0,,,,,,,,1,,
2015-04-30,,1.756,2.414,2127.17,0.01738638622378235,,,,1.0,,,,,,,,1,,
2015-05-04,,1.772,2.486,2132.23,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-06,,1.802,2.569,2104.58,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-07,,1.792,2.551,2091.0,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-08,,1.745,2.415,2085.52,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-11,,1.742,2.46,2097.38,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-12,,1.771,2.597,2096.77,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-13,,1.735,2.538,2114.16,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-14,,1.734,2.498,2120.33,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-15,,1.748,2.508,2106.5,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-18,,1.749,2.517,2113.72,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-19,,1.754,2.547,2120.85,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-20,,1.744,2.495,2139.54,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-21,,1.747,2.511,2122.81,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-22,,1.742,2.48,2146.1,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-26,,1.732,2.489,2143.5,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-27,,1.715,2.447,2107.5,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-28,,1.71,2.41,2110.89,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-05-29,,1.687,2.308,2114.8,0.0258125577496177,,,,1.0,,,,,,,,1,,
2015-06-01,,1.684,2.343,2102.37,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-02,,1.66,2.333,2078.64,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-03,,1.668,2.429,2063.16,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-04,,1.666,2.482,2072.86,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-05,,1.65,2.468,2068.1,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-08,,1.637,2.483,2065.19,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-09,,1.632,2.434,2064.03,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-10,,1.635,2.465,2051.32,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-11,,1.633,2.526,2056.61,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-12,,1.612,2.463,2052.17,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-15,,1.608,2.5,2042.32,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-16,,1.609,2.508,2028.72,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-17,,1.622,2.557,2034.86,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-18,,1.611,2.516,2041.88,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-19,,1.606,2.445,2046.96,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-22,,1.617,2.506,2055.16,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-23,,1.618,2.48,2081.2,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-24,,1.621,2.469,2085.53,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-25,,1.621,2.494,2085.06,0.0279761885476532,,,,1.0,,,,,,,,1,,
2015-06-26,,1.621,2.495,2090.26,0.0279761885476532,,,,1.0,,,,1.0,,,,1,,
2015-06-29,,1.61,2.45,2060.49,0.0279761885476532,,,,1.0,,,,1.0,,,,1,,
2015-06-30,,1.61,2.451,2074.2,0.0279761885476532,,,,1.0,,,,1.0,,,,1,,
2015-07-01,,1.614,2.471,2097.89,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-02,,1.623,2.53,2107.33,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-03,,1.62,2.522,2104.41,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-06,,1.614,2.465,2053.93,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-07,,1.613,2.497,2040.29,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-08,,1.605,2.469,2016.21,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-09,,1.603,2.484,2027.81,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-10,,1.604,2.502,2031.17,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-13,,1.603,2.508,2061.52,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-14,,1.601,2.504,2059.23,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-15,,1.599,2.495,2072.91,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-16,,1.598,2.481,2087.89,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-17,,1.597,2.47,2076.79,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-20,,1.596,2.467,2073.31,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-21,,1.596,2.454,2083.62,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-22,,1.588,2.421,2064.73,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-23,,1.576,2.37,2065.07,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-24,,1.572,2.336,2045.96,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-27,,1.57,2.351,2038.81,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-28,,1.581,2.383,2039.1,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-29,,1.579,2.362,2037.62,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-30,,1.589,2.39,2019.03,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-07-31,,1.601,2.428,2030.16,0.09078258868619256,,,,1.0,,,,1.0,,,,1,,
2015-08-03,,1.596,2.402,2008.49,0.03359377962477555,,,,1.0,,,,0.6443883283254622,,,,1,,
2015-08-04,,1.598,2.409,2027.99,0.03359377962477555,,,,1.0,,,,0.6465978080332051,,,,1,,
2015-08-05,,1.603,2.423,2029.76,0.03359377962477555,,,,1.0,,,,0.648799763086533,,,,1,,
2015-08-06,,1.599,2.408,2013.29,0.03359377962477555,,,,1.0,,,,0.6509942698476193,,,,1,,
2015-08-07,,1.597,2.41,2010.23,0.03359377962477555,,,,1.0,,,,0.6531814033956796,,,,1,,
2015-08-10,,1.588,2.356,2003.17,0.03359377962477555,,,,1.0,,,,0.6553612375569502,,,,1,,
2015-08-11,,1.575,2.323,1986.65,0.03359377962477555,,,,1.0,,,,0.6575338449337685,,,,1,,
2015-08-12,,1.561,2.257,1975.47,0.03359377962477555,,,,1.0,,,,0.6596992969327947,,,,1,,
2015-08-13,,1.57,2.294,1983.46,0.03359377962477555,,,,1.0,,,,0.6618576637923999,,,,1,,
2015-08-17,,1.57,2.279,1968.52,0.03359377962477555,,,,1.0,,,,0.6640090146092532,,,,1,,
2015-08-18,,1.569,2.273,1956.26,0.03359377962477555,,,,1.0,,,,0.6661534173641376,,,,1,,
2015-08-19,,1.574,2.307,1939.38,0.03359377962477555,,,,1.0,,,,0.6682909389470174,,,,1,,
2015-08-20,,1.571,2.276,1914.55,0.03359377962477555,,,,1.0,,,,0.6704216451813885,,,,1,,
2015-08-21,,1.571,2.256,1876.07,0.03359377962477555,,,,1.0,,,,0.672545600847933,,,,1,,
2015-08-24,,1.568,2.189,1829.81,0.03359377962477555,,,,1.0,,,,0.6746628697075037,,,,1,,
2015-08-25,,1.576,2.222,1846.63,0.03359377962477555,,,,1.0,,,,0.6767735145234614,,,,1,,
2015-08-26,,1.583,2.249,1894.09,0.03359377962477555,,,,1.0,,,,0.6788775970833871,,,,1,,
2015-08-27,,1.58,2.252,1908.0,0.03359377962477555,,,,1.0,,,,0.6809751782201904,,,,1,,
2015-08-28,,1.589,2.285,1937.67,0.03359377962477555,,,,1.0,,,,0.6830663178326337,,,,1,,
2015-08-31,,1.594,2.295,1941.49,0.03359377962477555,,,,1.0,,,,0.6851510749052936,,,,1,,
2015-09-01,,1.59,2.303,1914.23,-0.016821857597178802,,,,-1.0,,,,-0.34004256259684584,,,,1,,
2015-09-02,,1.577,2.266,1915.22,-0.016821857597178802,,,,-1.0,,,,-0.33716168819589204,,,,1,,
2015-09-03,,1.569,2.28,1915.53,-0.016821857597178802,,,,-1.0,,,,-0.3344304091542898,,,,1,,
2015-09-04,,1.554,2.241,1886.04,-0.016821857597178802,,,,-1.0,,,,-0.33183813487311514,,,,1,,
2015-09-07,,1.554,2.224,1883.22,-0.016821857597178802,,,,-1.0,,,,-0.32937527462898153,,,,1,,
2015-09-08,,1.558,2.227,1878.68,-0.016821857597178802,,,,-1.0,,,,-0.32703312016622277,,,,1,,
2015-09-09,,1.562,2.253,1934.2,-0.016821857597178802,,,,-1.0,,,,-0.32480374466296386,,,,1,,
2015-09-10,,1.548,2.225,1962.11,-0.016821857597178802,,,,-1.0,,,,-0.3226799154430957,,,,1,,
2015-09-11,,1.55,2.237,1941.37,-0.016821857597178802,,,,-1.0,,,,-0.3206550182806997,,,,1,,
2015-09-14,,1.556,2.27,1931.46,-0.016821857597178802,,,,-1.0,,,,-0.3187229915232234,,,,1,,
2015-09-15,,1.549,2.252,1937.56,-0.016821857597178802,,,,-1.0,,,,-0.3168782685653513,,,,1,,
2015-09-16,,1.557,2.274,1975.45,-0.016821857597178802,,,,-1.0,,,,-0.3151157274528465,,,,1,,
2015-09-17,,1.564,2.271,1976.49,-0.016821857597178802,,,,-1.0,,,,-0.31343064659680575,,,,1,,
2015-09-18,,1.55,2.195,1995.95,-0.016821857597178802,,,,-1.0,,,,-0.3118186657432023,,,,1,,
2015-09-21,,1.538,2.158,1964.68,-0.016821857597178802,,,,-1.0,,,,-0.31027575147761693,,,,1,,
2015-09-22,,1.539,2.148,1982.06,-0.016821857597178802,,,,-1.0,,,,-0.3087981666564363,,,,1,,
2015-09-23,,1.538,2.136,1944.64,-0.016821857597178802,,,,-1.0,,,,-0.30738244324805636,,,,1,,
2015-09-24,,1.543,2.16,1947.1,-0.016821857597178802,,,,-1.0,,,,-0.30602535814437226,,,,1,,
2015-09-25,,1.539,2.134,1942.85,-0.016821857597178802,,,,-1.0,,,,-0.3047239115669061,,,,1,,
2015-09-30,,1.522,2.061,1962.81,-0.016821857597178802,,,,-1.0,,,,-0.3034753077456337,,,,1,,
2015-10-01,,1.535,2.107,1979.32,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-02,,1.526,2.082,1969.68,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-05,,1.52,2.042,1978.25,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-06,,1.526,2.05,1990.65,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-07,,1.537,2.087,2005.84,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-08,,1.537,2.091,2019.53,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-12,,1.548,2.149,2021.63,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-13,,1.544,2.124,2019.05,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-14,,1.551,2.124,2009.55,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-15,,1.54,2.06,2033.27,-0.06868123401644954,,,,-1.0,,,,-1.0,,,,1,,
2015-10-16,,1.541,2.064,2030.26,-0.06868123401644954,,,,-1.0,,,,-0.9869184178465502,,,,1,,
2015-10-19,,1.543,2.076,2030.27,-0.06868123401644954,,,,-1.0,,,,-0.972918040645107,,,,1,,
2015-10-20,,1.55,2.099,2039.36,-0.06868123401644954,,,,-1.0,,,,-0.9597859970565062,,,,1,,
2015-10-21,,1.556,2.109,2042.98,-0.06868123401644954,,,,-1.0,,,,-0.9474432196085165,,,,1,,
2015-10-22,,1.56,2.122,2023.0,-0.06868123401644954,,,,-1.0,,,,-0.9358202569542001,,,,1,,
2015-10-23,,1.56,2.105,2040.4,-0.06868123401644954,,,,-1.0,,,,-0.9248558259523112,,,,1,,
2015-10-26,,1.56,2.097,2048.08,-0.06868123401644954,,,,-1.0,,,,-0.9144956211774412,,,,1,,
