,pv01_3Y,pv01_10Y,dv01_3Y,dv01_10Y,face_3Y,face_10Y,face_total,margin
2024-04-29,28304,83795,-2122797,-2060797,7499953377,2459334902,9959288279,497964414
2024-04-30,28309,83932,-2091280,-2001970,7387224071,2385225130,9772449201,488622460
2024-05-02,28320,84016,-1986309,-1918038,7013897290,2282936327,9296833618,464841681
2024-05-03,28323,84084,-1918247,-1863376,6772637857,2216099524,8988737381,449436869
2024-05-07,28343,84360,-1869165,-1798925,6594704096,2132433359,8727137456,436356873
2024-05-08,28347,84421,-1626141,-990502,5736641641,1173290591,6909932232,345496612
2024-05-09,28337,84305,-998032,-1026734,3521962574,1217884170,4739846744,236992337
2024-05-10,28346,84403,-1086140,-1166796,3831780562,1382409554,5214190116,260709506
2024-05-13,28340,84314,-1068763,-1175976,3771230700,1394755255,5165985955,258299298
2024-05-14,28338,84330,-1008652,-1119375,3559410230,1327382427,4886792657,244339633
2024-05-16,28362,84639,-838786,-930349,2957473014,1099196503,4056669518,202833476
2024-05-17,28362,84700,-791565,-863627,2790901462,1019630545,3810532007,190526600
2024-05-20,28351,84538,-728320,-813121,2568938113,961838315,3530776428,176538821
2024-05-21,28351,84538,-788863,-849805,2782478538,1005235159,3787713697,189385685
2024-05-22,28354,84550,-860511,35785,3034887259,42324137,3077211396,153860570
2024-05-23,28361,84607,135840,-75870,478959825,89674107,568633931,28431697
2024-05-24,28356,84473,-50360,-125146,177599894,148148638,325748533,16287427
2024-05-27,28360,84513,-136762,-187836,482236683,222256645,704493328,35224666
2024-05-28,28367,84585,301278,194240,1062087398,229639194,1291726593,64586330
2024-05-29,28351,84381,229552,134443,809681858,159329683,969011542,48450577
2024-05-30,28345,84246,656401,423135,2315787491,502260890,2818048381,140902419
2024-05-31,28340,84168,-177695,-605615,627020149,719527517,1346547666,67327383
2024-06-03,28349,84358,-676363,-494879,2385863963,586640300,2972504263,148625213
2024-06-04,28366,84576,-551035,-373502,1942592639,441616539,2384209178,119210459
2024-06-05,28382,84767,-462423,-282350,1629272489,333088614,1962361103,98118055
2024-06-07,28393,84905,-376610,-407602,1326429185,480068685,1806497869,90324893
2024-06-10,28375,84684,-262284,-317978,924334144,375488720,1299822864,64991143
2024-06-11,28381,84761,1332888,1004877,4696374467,1185542524,5881916991,294095850
2024-06-12,28393,84924,1244356,925167,4382622836,1089406726,5472029562,273601478
2024-06-13,28402,85032,833076,564078,2933133465,663372857,3596506321,179825316
2024-06-14,28413,85217,878894,591823,3093230081,694489899,3787719980,189385999
2024-06-17,28426,85329,1342952,1102937,4724393275,1292569904,6016963179,300848159
2024-06-18,28427,85347,755860,619659,2658967491,726048690,3385016181,169250809
2024-06-19,28449,85605,758724,664039,2666945513,775701780,3442647294,172132365
2024-06-20,28438,85446,867067,731877,3049011419,856538154,3905549573,195277479
2024-06-21,28453,85559,965546,818262,3393458437,956372488,4349830925,217491546
2024-06-24,28444,85432,1065374,893300,3745492779,1045620614,4791113393,239555670
2024-06-25,28443,85442,1173500,977464,4125754555,1144004486,5269759041,263487952
2024-06-26,28438,85399,2513589,2110061,8838951619,2470828310,11309779929,565488996
2024-06-27,28431,85316,2485002,2067924,8740600604,2423843792,11164444396,558222220
2024-06-28,28444,85448,2470635,2056853,8686065161,2407152617,11093217778,554660889
2024-07-01,28432,85279,2292242,1898275,8062321242,2225951840,10288273082,514413654
2024-07-02,28456,85414,2083651,1758430,7322369019,2058724891,9381093910,469054696
2024-07-03,28460,85467,2063492,1748448,7250419989,2045758323,9296178312,464808916
2024-07-04,28474,85601,1920720,1630028,6745528546,1904208545,8649737092,432486855
2024-07-05,28476,85649,1859864,1580194,6531278829,1844961546,8376240375,418812019
2024-07-08,28477,85675,1836610,1560404,6449433091,1821312926,8270746018,413537301
2024-07-09,28475,85682,1778741,1492774,6246669193,1742235489,7988904682,399445234
2024-07-10,28474,85699,1884737,1539699,6619082951,1796639788,8415722740,420786137
2024-07-11,28459,85561,1907834,1473454,6703777201,1722107643,8425884844,421294242
2024-07-12,28491,85825,1701798,1343964,5973162216,1565939141,7539101356,376955068
2024-07-15,28498,85822,1804867,1464320,6333323050,1706237924,8039560973,401978049
2024-07-16,28516,85983,1768601,1476632,6202100145,1717359778,7919459923,395972996
2024-07-17,28507,85966,1826503,1590610,6407209249,1850276689,8257485938,412874297
2024-07-18,28505,85983,1937240,1649928,6796085528,1918898413,8714983941,435749197
2024-07-19,28499,85906,2017028,1721664,7077491834,2004116185,9081608019,454080401
2024-07-22,28502,85928,2649661,2268641,9296302617,2640163113,11936465730,596823287
2024-07-23,28497,85831,2051916,1769679,7200565193,2061819143,9262384336,463119217
2024-07-24,28512,86016,1978013,1775059,6937496448,2063649745,9001146193,450057310
2024-07-25,28524,86071,2541582,2287103,8910343117,2657215769,11567558886,578377944
2024-07-26,28524,86139,2578191,2296128,9038712497,2665619004,11704331501,585216575
2024-07-29,28543,86363,1779164,1597939,6233226476,1850260210,8083486686,404174334
2024-07-30,28534,86297,2313561,2085053,8108162932,2416141705,10524304637,526215232
2024-07-31,28527,86269,2310605,2088189,8099576379,2420546927,10520123306,526006165
2024-08-01,28539,86447,1756376,1595635,6154327820,1845799282,8000127102,400006355
2024-08-02,28554,86612,2242047,2037991,7851870203,2352999380,10204869583,510243479
2024-08-05,28607,86966,1780340,1714981,6223518924,1972008229,8195527153,409776358
2024-08-06,28563,86507,1385550,1345348,4850885470,1555181543,6406067013,320303351
2024-08-07,28566,86511,1392950,1355446,4876166593,1566797840,6442964433,322148222
2024-08-08,28574,86522,1396959,1357189,4888843413,1568614725,6457458138,322872907
2024-08-09,28566,86475,1427222,1400987,4996185921,1620103461,6616289381,330814469
2024-08-12,28563,86526,1426236,1400681,4993230298,1618801326,6612031623,330601581
2024-08-13,28572,86649,1431163,1408877,5008902753,1625954169,6634856922,331742846
2024-08-14,28580,86762,1418745,1395031,4964160278,1607885289,6572045567,328602278
2024-08-16,28563,86631,1378954,1366552,4827783010,1577430562,6405213572,320260679
2024-08-19,28557,86600,1372276,1363400,4805334041,1574363075,6379697116,318984856
2024-08-20,28547,86511,1363826,1372514,4777394773,1586522407,6363917179,318195859
2024-08-21,28545,86471,1303067,1368119,4564957661,1582177724,6147135384,307356769
2024-08-22,28558,86538,806228,867610,2823167172,1002580946,3825748118,191287406
2024-08-23,28553,86485,987348,1275142,3457934060,1474407834,4932341894,246617095
2024-08-26,28567,86630,564228,780415,1975092152,900855237,2875947388,143797369
2024-08-27,28550,86339,1006955,1009023,3526926821,1168674235,4695601056,234780053
2024-08-28,28564,86484,1033297,1021491,3617475850,1181135943,4798611793,239930590
2024-08-29,28556,86434,975499,949921,3416127740,1099011290,4515139030,225756952
2024-08-30,28553,86433,910686,908556,3189416023,1051165818,4240581841,212029092
2024-09-02,28543,86336,409219,435796,1433684942,504767062,1938452004,96922600
2024-09-03,28549,86404,880916,941391,3085661479,1089526787,4175188266,208759413
2024-09-04,28567,86664,892965,953979,3125916162,1100783583,4226699745,211334987
2024-09-05,28575,86739,952227,1013418,3332397930,1168347868,4500745798,225037290
2024-09-06,28588,86891,1027432,1061073,3593929308,1221156197,4815085505,240754275
2024-09-09,28581,86754,1052496,1065462,3682459416,1228144197,4910603612,245530181
2024-09-10,28585,86804,1089394,1091603,3811078556,1257554956,5068633512,253431676
2024-09-11,28601,87041,1132807,1115234,3960743800,1281267050,5242010850,262100543
2024-09-12,28586,86903,1226657,1200787,4291094132,1381755232,5672849364,283642468
2024-09-13,28604,87083,1239889,1265862,4334599316,1453624282,5788223598,289411180
2024-09-19,28603,87009,1244719,1258947,4351733183,1446919893,5798653076,289932654
2024-09-20,28605,86945,1248328,1264259,4364061111,1454084997,5818146107,290907305
2024-09-23,28598,86835,1232497,1246547,4309791586,1435540558,5745332144,287266607
2024-09-24,28598,86780,1233804,1243124,4314300364,1432501342,5746801706,287340085
2024-09-25,28613,86907,1226047,1238955,4284943469,1425611220,5710554688,285527734
2024-09-26,28617,86885,1230969,1244124,4301555467,1431925680,5733481147,286674057
2024-09-27,28613,86882,1246526,1269248,4356453275,1460893003,5817346277,290867314
2024-09-30,28618,86932,1268782,1255570,4433437585,1444307239,5877744823,293887241
2024-10-02,28627,87101,1256650,1218914,4389789643,1399419815,5789209458,289460473
2024-10-04,28605,86811,1186350,1066656,4147361618,1228712159,5376073778,268803689
2024-10-07,28545,86265,816301,717612,2859705565,831868750,3691574315,184578716
2024-10-08,28548,86267,727550,625587,2548530836,725178558,3273709393,163685470
2024-10-10,28536,86171,253436,162180,888141373,188206911,1076348285,53817414
2024-10-11,28552,86180,162249,-42057,568255448,48801515,617056963,30852848
2024-10-14,28562,86232,-14369,-13364,50306966,15497218,65804184,3290209
2024-10-15,28575,86357,-30845,1809,107943764,2094558,110038322,5501916
2024-10-16,28590,86589,-36198,-9270,126613863,10705716,137319579,6865979
2024-10-17,28582,86490,-25805,-16688,90284624,19294708,109579333,5478967
2024-10-18,28573,86350,-30131,-52871,105452291,61228188,166680479,8334024
2024-10-21,28581,86433,353641,12065,1237350585,13958997,1251309582,62565479
2024-10-22,28561,86161,340428,30441,1191915319,35330507,1227245826,61362291
2024-10-23,28562,86167,-320136,-315859,1120853747,366564624,1487418371,74370919
2024-10-24,28581,86383,70193,60147,245588996,69627880,315216876,15760844
2024-10-25,28581,86409,96722,71861,338416989,83163737,421580726,21079036
2024-10-28,28559,86170,-250662,-339036,877693094,393447524,1271140618,63557031
2024-10-29,28556,86144,-224976,-380200,787836041,441353228,1229189269,61459463
2024-10-30,28556,86159,-234829,-429222,822335410,498176315,1320511726,66025586
2024-10-31,28556,86170,-261777,-433617,916702059,503208381,1419910440,70995522
2024-11-01,28554,86166,-288456,-435974,1010196400,505972519,1516168919,75808446
2024-11-04,28553,86142,-307434,-438950,1076728551,509563322,1586291873,79314594
2024-11-05,28558,86205,-341821,-458002,1196918255,531293119,1728211373,86410569
2024-11-06,28536,85936,-402654,-498150,1411044622,579677210,1990721832,99536092
2024-11-07,28554,86137,-510771,-548171,1788798450,636396168,2425194618,121259731
2024-11-08,28572,86414,-506227,-494057,1771759507,571731718,2343491225,117174561
2024-11-11,28565,86391,-507525,-470519,1776731654,544639395,2321371049,116068552
2024-11-12,28566,86426,-72243,54801,252897129,63407959,316305088,15815254
2024-11-13,28550,86269,138283,13123,484361878,15211841,499573719,24978686
2024-11-14,28551,86234,104595,14807,366337250,17170382,383507632,19175382
2024-11-15,28547,86192,95219,26294,333555921,30506515,364062436,18203122
2024-11-18,28558,86296,48376,68621,169396821,79518177,248914998,12445750
2024-11-19,28569,86420,19076,79161,66769370,91600309,158369679,7918484
2024-11-20,28579,86532,51311,97357,179541239,112509440,292050679,14602534
2024-11-21,28596,86672,145184,506047,507709531,583861035,1091570566,54578528
2024-11-22,28602,86679,296130,497743,1035358391,574239466,1609597857,80479893
2024-11-25,28619,86865,552910,446611,1931959290,514145430,2446104720,122305236
2024-11-26,28620,86904,526514,427537,1839686985,491966607,2331653592,116582680
2024-11-27,28629,87011,537493,491832,1877435071,565254762,2442689833,122134492
2024-11-28,28683,87444,755217,757169,2632961807,865890029,3498851836,174942592
2024-11-29,28694,87569,799932,798784,2787805067,912171492,3699976559,184998828
2024-12-02,28724,87917,752718,729858,2620489745,830162008,3450651752,172532588
2024-12-03,28719,87884,780983,711735,2719367878,809857858,3529225736,176461287
2024-12-04,28713,87733,795703,720528,2771209604,821277440,3592487045,179624352
2024-12-05,28723,87885,827784,755004,2881968826,859085931,3741054757,187052738
2024-12-06,28715,87804,847181,776881,2950328378,884789641,3835118019,191755901
2024-12-09,28741,88085,853467,785161,2969534381,891366032,3860900413,193045021
2024-12-10,28739,88017,879406,812500,3059937280,923114046,3983051326,199152566
2024-12-11,28730,87866,895756,821397,3117821550,934826135,4052647685,202632384
2024-12-12,28727,87809,927663,860081,3229199499,979492404,4208691902,210434595
2024-12-13,28733,87930,935101,868980,3254398892,988267461,4242666353,212133318
2024-12-16,28724,87816,940172,868757,3273072144,989296111,4262368255,213118413
2024-12-17,28696,87542,898210,839097,3130108851,958506168,4088615019,204430751
2024-12-18,28723,87793,871467,819632,3034082134,933598888,3967681022,198384051
2024-12-19,28694,87500,833907,757917,2906226936,866192314,3772419250,188620962
2024-12-20,28686,87306,774537,557431,2700095631,638479539,3338575170,166928759
2024-12-23,28685,87342,602257,608073,2099568699,696198466,2795767164,139788358
2024-12-24,28669,87146,658580,571294,2297211000,655559389,2952770390,147638519
2024-12-26,28660,87008,575787,484530,2009052719,556879999,2565932718,128296636
2024-12-27,28671,87106,508128,463765,1772256271,532413670,2304669941,115233497
2024-12-30,28676,87146,496498,468508,1731423553,537615580,2269039134,113451957
2024-12-31,28676,87146,505142,480781,1761568950,551698800,2313267750,115663387
2025-01-02,28716,87499,551288,500086,1919768730,571532928,2491301658,124565083
2025-01-03,28729,87625,549141,497912,1911477297,568230843,2479708140,123985407
2025-01-06,28714,87413,563632,488575,1962928423,558928636,2521857059,126092853
2025-01-07,28729,87541,589657,162873,2052460907,186053285,2238514193,111925710
2025-01-08,28740,87566,819658,198758,2851965204,226979205,3078944409,153947220
2025-01-09,28751,87607,785885,466528,2733395393,532526456,3265921849,163296092
2025-01-10,28729,87350,747893,290596,2603273182,332680195,2935953376,146797669
2025-01-13,28698,87014,711262,312373,2478463987,358990382,2837454370,141872718
2025-01-14,28707,87127,683929,356185,2382476260,408810032,2791286292,139564315
2025-01-15,28696,86999,655365,393417,2283823925,452210119,2736034043,136801702
2025-01-16,28721,87288,582166,384949,2026992287,441011590,2468003876,123400194
2025-01-17,28738,87453,509163,393002,1771763546,449387256,2221150802,111057540
2025-01-20,28731,87425,662820,394530,2306985598,451278160,2758263758,137913188
2025-01-21,28744,87648,662524,389022,2304898704,443846279,2748744983,137437249
2025-01-22,28737,87574,665853,391367,2317071277,446899979,2763971256,138198563
2025-01-23,28742,87534,637280,368198,2217228496,420632927,2637861423,131893071
2025-01-24,28742,87534,601947,362654,2094297811,414300182,2508597993,125429900
2025-01-31,28741,87592,678996,362767,2362488814,414157435,2776646249,138832312
2025-02-03,28748,87717,664858,368591,2312689075,420205690,2732894765,136644738
2025-02-04,28744,87669,633549,381816,2204115803,435519562,2639635366,131981768
2025-02-05,28745,87745,635679,696603,2211446181,793890443,3005336624,150266831
2025-02-06,28738,87713,700501,780462,2437565614,889795679,3327361293,166368065
2025-02-07,28718,87483,706448,801907,2459952708,916639295,3376592003,168829600
2025-02-10,28719,87470,707713,806190,2464242256,921672155,3385914412,169295721
2025-02-11,28717,87411,589669,770090,2053374792,880994660,2934369452,146718473
2025-02-12,28711,87299,599273,719205,2087294268,823839514,2911133782,145556689
2025-02-13,28717,87335,634280,402988,2208705400,461426570,2670131970,133506598
2025-02-14,28720,87451,704454,397818,2452845487,454906286,2907751773,145387589
2025-02-17,28713,87376,715169,426112,2490786573,487678396,2978464969,148923248
2025-02-18,28705,87292,564451,424521,1966361530,486324199,2452685729,122634286
2025-02-19,28712,87329,263540,370150,917877999,423854737,1341732737,67086637
2025-02-20,28718,87296,212176,130574,738832690,149576465,888409155,44420458
2025-02-21,28730,87423,183923,35191,640173410,40253501,680426911,34021346
2025-02-24,28734,87509,159482,32491,555034628,37128952,592163580,29608179
2025-02-25,28741,87582,112718,30406,392188600,34716527,426905127,21345256
2025-02-26,28744,87721,436982,443495,1520242581,505573159,2025815740,101290787
2025-02-27,28755,87772,562495,408030,1956190249,464877682,2421067932,121053397
2025-02-28,28762,87949,591900,427904,2057950965,486538233,2544489198,127224460
2025-03-04,28766,87947,700140,526821,2433885103,599019815,3032904919,151645246
2025-03-05,28758,87720,787691,589226,2738993849,671715003,3410708851,170535443
2025-03-06,28754,87617,902843,801808,3139887317,915128554,4055015871,202750794
2025-03-07,28766,87809,952313,880667,3310520863,1002929647,4313450510,215672526
2025-03-10,28756,87691,990156,874442,3443315084,997186054,4440501138,222025057
2025-03-11,28770,87907,1031772,866179,3586269572,985341508,4571611081,228580554
2025-03-12,28776,87939,1161068,942720,4034854937,1072011552,5106866489,255343324
2025-03-13,28768,87843,1238355,987987,4304696732,1124723844,5429420576,271471029
2025-03-14,28760,87699,1268548,1015369,4410878404,1157789691,5568668095,278433405
2025-03-17,28758,87716,1289606,1063557,4484349634,1212502608,5696852242,284842612
2025-03-18,28758,87755,1297387,1096645,4511334137,1249659350,5760993487,288049674
2025-03-19,28752,87692,1300004,1059764,4521435004,1208502958,5729937962,286496898
2025-03-20,28756,87741,1302369,799330,4529083156,911014660,5440097817,272004891
2025-03-21,28752,87696,947716,863155,3296178229,984254843,4280433072,214021654
2025-03-24,28748,87664,1080046,932422,3756938994,1063637088,4820576082,241028804
2025-03-25,28742,87620,1140466,875827,3967900316,999578455,4967478771,248373939
2025-03-26,28735,87472,995696,733153,3465100438,838158668,4303259106,215162955
2025-03-27,28736,87485,882818,659919,3072215170,754326380,3826541549,191327077
2025-03-28,28736,87508,841887,625688,2929778412,715009284,3644787696,182239385
2025-03-31,28759,87807,851344,686263,2960226696,781556078,3741782774,187089139
2025-04-01,28755,87722,1470026,1201614,5112299658,1369802068,6482101727,324105086
2025-04-02,28761,87790,1577651,1280723,5485410951,1458842353,6944253304,347212665
2025-04-03,28779,87933,2276276,1801288,7909496979,2048471444,9957968423,497898421
2025-04-04,28821,88316,1853071,1587527,6429481381,1797558207,8227039588,411351979
2025-04-07,28856,88580,1852841,1634901,6421080817,1845674339,8266755156,413337758
2025-04-08,28853,88512,1928010,1708175,6682094174,1929876639,8611970813,430598541
2025-04-09,28864,88527,2015590,1787969,6983154436,2019679074,9002833510,450141675
2025-04-10,28844,88373,1960388,1784592,6796542719,2019392823,8815935541,440796777
2025-04-11,28855,88437,2008769,1844848,6961662799,2086051216,9047714015,452385701
2025-04-14,28848,88405,2161790,1946636,7493607469,2201955777,9695563246,484778162
2025-04-15,28856,88500,2161119,1940438,7489424984,2192589443,9682014427,484100721
2025-04-16,28875,88697,2102734,1905934,7282076686,2148811355,9430888041,471544402
2025-04-17,28860,88602,2147924,1968673,7442456817,2221940322,9664397139,483219857
2025-04-18,28877,88766,2109032,1938288,7303512477,2183598039,9487110516,474355526
2025-04-21,28895,88915,2060841,1914904,7132165855,2153633554,9285799409,464289970
2025-04-22,28892,88836,2072971,1943113,7174793597,2187309286,9362102883,468105144
2025-04-23,28885,88855,2076635,1954258,7189312511,2199382753,9388695264,469434763
2025-04-24,28880,88711,2050947,1906036,7101643153,2148585932,9250229085,462511454
2025-04-25,28896,88901,2001050,1848871,6924965991,2079687023,9004653014,450232651
2025-04-28,28896,88891,2006254,1854521,6943077307,2086284138,9029361445,451468072
2025-04-29,28898,88868,2011527,1866628,6960810359,2100450394,9061260753,453063038
2025-04-30,28912,89061,1964530,1814509,6794766476,2037385502,8832151978,441607599
2025-05-02,28906,88960,1945081,1794488,6729020738,2017186228,8746206966,437310348
2025-05-07,28923,89047,1928072,1793894,6666238312,2014542933,8680781246,434039062
2025-05-08,28910,88959,1955028,1838892,6762372632,2067116029,8829488661,441474433
2025-05-09,28892,88739,1862835,1763111,6447545506,1986860504,8434406010,421720300
2025-05-12,28893,88669,1861311,1719748,6442129174,1939511701,8381640875,419082044
2025-05-13,28870,88391,1699225,1361718,5885733839,1540558676,7426292515,371314626
2025-05-14,28871,88418,1383117,1417286,4790716608,1602946689,6393663297,319683165
2025-05-15,28870,88402,1462531,1345943,5065979463,1522519878,6588499341,329424967
2025-05-16,28881,88583,1472044,1265499,5096999630,1428596639,6525596269,326279813
2025-05-19,28861,88299,1363904,1137032,4725787739,1287707152,6013494891,300674745
2025-05-20,28868,88393,1281251,1110516,4438284300,1256332656,5694616955,284730848
2025-05-21,28866,88301,1212334,1104145,4199812999,1250427929,5450240928,272512046
2025-05-22,28877,88399,1205673,690642,4175210597,781277495,4956488092,247824405
2025-05-23,28872,88350,1191424,732118,4126539556,828660088,4955199644,247759982
2025-05-26,28868,88320,1192569,781597,4131176739,884961452,5016138191,250806910
2025-05-27,28878,88530,1185587,804964,4105560852,909250344,5014811196,250740560
2025-05-28,28889,88574,1177719,844046,4076674866,952927843,5029602709,251480135
2025-05-29,28882,88383,772665,883588,2675238865,999721023,3674959888,183747994
2025-05-30,28882,88360,816720,831242,2827795658,940748737,3768544395,188427220
2025-06-02,28881,88349,431683,-128408,1494678434,145342015,1640020448,82001022
2025-06-03,28881,88349,528377,-199835,1829475642,226188951,2055664593,102783230
2025-06-04,28859,88036,576723,-218982,1998404425,248741726,2247146151,112357308
2025-06-05,28864,88107,89673,-637678,310676198,723757169,1034433367,51721668
2025-06-09,28867,88194,82308,-629511,285125423,713776224,998901647,49945082
2025-06-10,28860,88138,66991,-614020,232122649,696657913,928780561,46439028
2025-06-11,28847,88054,-62116,-586895,215329397,666516782,881846179,44092309
2025-06-12,28839,88042,-182858,-563968,634071144,640565732,1274636875,63731844
2025-06-13,28823,87955,-236898,-531791,821918894,604617662,1426536557,71326828
2025-06-16,28816,87856,-235943,-497787,818786786,566595949,1385382735,69269137
2025-06-17,28828,87902,-241371,-484266,837267848,550914708,1388182557,69409128
2025-06-18,28819,87815,-693621,-524344,2406812742,597099456,3003912198,150195610
2025-06-19,28817,87813,-659200,-568218,2287562267,647078342,2934640609,146732030
2025-06-20,28830,87922,-625048,-610975,2168024198,694902328,2862926526,143146326
2025-06-23,28816,87803,-572929,-654963,1988235819,745946203,2734182023,136709101
2025-06-24,28836,87992,-516541,-701522,1791303801,797259119,2588562920,129428146
2025-06-25,28833,87954,-497743,-746088,1726266915,848268976,2574535891,128726795
2025-06-26,28842,88110,-549904,-720702,1906634296,817958844,2724593140,136229657
2025-06-27,28839,88071,-618787,-664528,2145677688,754540242,2900217930,145010897
2025-06-30,28842,88065,-662124,-392071,2295722571,445207852,2740930423,137046521
2025-07-01,28843,88114,171934,18849,596104390,21391308,617495698,30874785
2025-07-02,28831,87946,637109,-4794,2209837281,5450732,2215288014,110764401
2025-07-03,28846,88072,92745,-518221,321519903,588405161,909925064,45496253
2025-07-04,28836,87952,624928,14202,2167197115,16147683,2183344798,109167240
2025-07-07,28835,87934,7405,-492531,25681338,560116883,585798221,29289911
2025-07-08,28837,87925,94657,-484637,328243309,551190910,879434218,43971711
2025-07-09,28838,87901,168525,-692585,584379592,787910745,1372290337,68614517
2025-07-10,28850,88069,275170,-729830,953787377,828698481,1782485858,89124293
2025-07-11,28845,88038,282541,-765880,979529004,869947220,1849476224,92473811
2025-07-14,28835,87814,196027,-655730,679828369,746726613,1426554982,71327749
2025-07-15,28838,87824,178718,-575135,619723383,654876035,1274599418,63729971
2025-07-16,28844,87838,137487,-629184,476661238,716302073,1192963311,59648166
2025-07-17,28835,87684,-24297,-706826,84261603,806109121,890370723,44518536
2025-07-18,28843,87824,-5545,-737253,19224112,839467196,858691309,42934565
2025-07-21,28852,87901,-79961,-763621,277141672,868727391,1145869063,57293453
2025-07-22,28853,87940,-44570,-745181,154473268,847373924,1001847192,50092360
2025-07-23,28860,87986,15746,-733482,54560628,833634607,888195235,44409762
2025-07-24,28858,87923,148835,-730950,515756664,831353137,1347109801,67355490
2025-07-25,28852,87896,225083,-710866,780128174,808759989,1588888163,79444408
2025-07-28,28857,88017,365520,-583963,1266658475,663465942,1930124417,96506221
2025-07-29,28853,88011,728503,-177606,2524851127,201798757,2726649884,136332494
2025-07-30,28850,88032,610725,-162116,2116899965,184155945,2301055910,115052796
2025-07-31,28846,87990,693027,-187438,2402476971,213022921,2615499892,130774995
2025-08-01,28839,87809,636226,-169319,2206100785,192825956,2398926742,119946337
2025-08-04,28865,88091,798805,-44881,2767428563,50948143,2818376706,140918835
2025-08-05,28865,88162,1001595,179051,3469874287,203091849,3672966136,183648307
2025-08-06,28864,88153,1097288,168809,3801618822,191495477,3993114299,199655715
2025-08-07,28872,88239,1235028,307106,4277570392,348040911,4625611303,231280565
2025-08-08,28866,88201,1232588,332765,4269961654,377278584,4647240239,232362012
2025-08-11,28862,88148,2026172,334833,7020300013,379852356,7400152369,370007618
2025-08-12,28858,88078,2070368,330201,7174269504,374896356,7549165859,377458293
2025-08-13,28865,88101,2015644,324769,6982915488,368633266,7351548754,367577438
2025-08-14,28873,88234,1933623,899896,6696951513,1019895249,7716846762,385842338
2025-08-18,28864,88084,1828743,817313,6335733334,927879203,7263612537,363180627
2025-08-19,28859,87990,1719052,653092,5956806840,742230810,6699037650,334951882
2025-08-20,28859,88016,1639023,526117,5679334947,597750480,6277085428,313854271
2025-08-21,28857,87996,1551308,156094,5375827665,177387923,5553215588,277660779
2025-08-22,28853,87917,1074133,204112,3722813834,232165791,3954979626,197748981
2025-08-25,28861,87995,1174240,154708,4068610867,175814251,4244425118,212221256
2025-08-26,28867,88021,1242554,77745,4304355480,88325560,4392681040,219634052
2025-08-27,28875,88131,1643803,96139,5692760331,109086697,5801847028,290092351
2025-08-28,28867,88113,1704917,192420,5906008608,218378519,6124387127,306219356
2025-08-29,28861,88069,1702806,246670,5899994624,280086400,6180081023,309004051
2025-09-01,28859,87984,1783536,18178,6180157527,20661048,6200818576,310040929
2025-09-02,28854,87896,1386166,-549755,4804110671,625460012,5429570683,271478534
2025-09-03,28845,87760,1261595,-498011,4373693180,567469642,4941162822,247058141
2025-09-04,28846,87839,1082186,-542207,3751650518,617273724,4368924242,218446212
2025-09-05,28849,87912,1040265,-543271,3605950256,617973438,4223923695,211196185
2025-09-08,28852,88005,1019317,-539542,3532909773,613083744,4145993517,207299676
2025-09-09,28859,88102,476083,-396526,1649703074,450076994,2099780068,104989003
2025-09-10,28858,88058,486323,-316939,1685225074,359923252,2045148326,102257416
2025-09-11,28864,88131,574945,-84871,1991938077,96301775,2088239852,104411993
2025-09-12,28858,88084,919220,-54692,3185326386,62090894,3247417280,162370864
2025-09-15,28853,88039,943153,37509,3268853045,42604663,3311457708,165572885
2025-09-16,28858,88102,902069,97114,3125870191,110228281,3236098473,161804924
2025-09-17,28856,88124,874197,132120,3029526532,149924744,3179451277,158972564
2025-09-18,28863,88206,824036,402301,2855009364,456091117,3311100481,165555024
2025-09-19,28851,88004,727895,350005,2522950121,397716616,2920666737,146033337
2025-09-22,28843,87928,341136,375058,1182742449,426552500,1609294949,80464747
2025-09-23,28839,87966,217356,387200,753679628,440169475,1193849103,59692455
2025-09-24,28827,87829,-23432,411756,81283599,468815900,550099499,27504975
2025-09-25,28804,87606,-763312,-106303,2649986576,121341779,2771328354,138566418
2025-09-26,28793,87399,-913549,-271220,3172803236,310323990,3483127226,174156361
2025-09-29,28800,87393,-1181802,-584947,4103436420,669331091,4772767511,238638376
2025-09-30,28796,87423,-1428661,-778918,4961278317,890979162,5852257479,292612874
2025-10-01,28789,87345,-1550263,-1004037,5384839171,1149507025,6534346197,326717310
2025-10-02,28799,87402,-1678197,-1124636,5827178806,1286742090,7113920897,355696045
2025-10-10,28801,87405,-1795492,-1190835,6234034709,1362438992,7596473700,379823685
2025-10-13,28815,87593,-1780166,-1155784,6178015493,1319499672,7497515165,374875758
2025-10-14,28819,87738,-1816565,-1224111,6303402529,1395183574,7698586103,384929305
2025-10-15,28819,87737,-1900734,-1317289,6595442788,1501411935,8096854723,404842736
2025-10-16,28796,87495,-1719228,-1290318,5970362787,1474740775,7445103562,372255178
2025-10-17,28806,87657,-1752895,-1358141,6085133466,1549389550,7634523016,381726151
2025-10-20,28791,87540,-1763692,-1344506,6125750569,1535868026,7661618595,383080930
2025-10-21,28780,87418,-1763746,-1293293,6128391801,1479440767,7607832568,380391628
2025-10-22,28797,87597,-1671685,-1152434,5805090981,1315610199,7120701181,356035059
2025-10-23,28779,87354,-1599024,-1045730,5556177017,1197123824,6753300842,337665042
2025-10-24,28789,87424,-1577600,-1037763,5479865751,1187041421,6666907171,333345359
