date,mr_face_total,mr_face_short,mr_face_long,mr_margin,mr_dv01,sl_face_3Y,sl_dv01_3Y,sl_face_10Y,sl_dv01_10Y,sl_face_net,sl_gross_trend,sl_gross_cycle,sl_gross_policy,sl_gross_trade,sl_gross_risk,sl_face_gross,sl_margin,sl_dv01,total_margin
2021-08-13,95416492617,95416492617,0,4770824631,4712914,4829349889,-1448805,850982319,-850982,5680332208,2048731478,962299618,958632118,962299618,962299618,5894262449,284016610,2299787,5054841241
2021-08-17,95416492617,95416492617,0,4770824631,4712914,4891811690,-1467544,892519688,-892520,5784331378,2046048744,956499687,954312370,958254026,956499687,5871614515,289216569,2360063,5060041200
2021-08-18,95416492617,95416492617,0,4770824631,4712914,4303630293,-1291089,844907581,-844908,5148537874,1463684748,973821658,971746947,975555233,973821658,5358630244,257426894,2135997,5028251525
2021-08-19,95416492617,95416492617,0,4770824631,4712914,4262479766,-1278744,731066518,-731067,4993546284,1533056620,974007146,972724167,976454558,974007146,5430249637,249677314,2009810,5020501945
2021-08-20,143124738926,95416492617,47708246309,9541649262,26283476,3935112796,-1180534,564120613,-564121,4499233409,1322222159,984626372,984287171,988249927,984626372,5264012001,224961670,1744654,9766610932
2021-08-23,143124738926,95416492617,47708246309,9541649262,26283476,3837346317,-1151204,534014137,-534014,4371360454,1205095654,993207711,991198650,995105818,993207711,5177815543,218568023,1685218,9760217284
2021-08-24,143124738926,95416492617,47708246309,9541649262,26283476,3971770261,-1191531,490811414,-490811,4462581675,1379123742,986944719,983129783,986741152,986944719,5322884115,223129084,1682342,9764778345
2021-08-25,143124738926,95416492617,47708246309,9541649262,26283476,3549578980,-1064874,485078714,-485079,4034657694,870789022,1026446839,1023229941,1026575158,1026446839,4973487799,201732885,1549952,9743382146
2021-08-26,0,0,0,0,0,3864596443,-1159379,467932313,-467932,4332528756,1099663693,1071453577,1068604325,1071544388,1071453577,5382719561,216626438,1627311,216626438
2021-08-27,0,0,0,0,0,4698708437,-1409613,480595296,-480595,5179303733,1928287039,1066964416,1063928588,1066779821,1066964416,6192924280,258965187,1890208,258965187
2021-08-30,0,0,0,0,0,4915775641,-1474733,495174471,-495174,5410950112,2111409631,1073963937,1070910176,1074007927,1073963937,6404255609,270547506,1969907,270547506
2021-08-31,0,0,0,0,0,5005436207,-1501631,519744777,-519745,5525180984,2174013692,1074542212,1071407254,1074477031,1074542212,6468982401,276259049,2021376,276259049
2021-09-01,0,0,0,0,0,5282775515,-1584833,625404239,-625404,5908179755,2186965024,1139524549,1137227972,1139439944,1139524549,6742682038,295408988,2210237,295408988
2021-09-02,0,0,0,0,0,4045880277,-1213764,186767838,-186768,4232648115,2612661825,1151201054,1149649962,1151459425,1151201054,7216173319,211632406,1400532,211632406
2021-09-03,0,0,0,0,0,4502953753,-1350886,348932244,-348932,4851885997,2855618721,1195431095,1192815349,1194947971,1195431095,7634244231,242594300,1699818,242594300
2021-09-06,0,0,0,0,0,4916540699,-1474962,374405086,-374405,5290945785,3249940113,1188136342,1185876626,1187600824,1188136342,7999690247,264547289,1849367,264547289
2021-09-07,0,0,0,0,0,5412712165,-1623814,507851738,-507852,5920563903,3611264057,1192292671,1190052026,1191684466,1192292671,8377585891,296028195,2131665,296028195
2021-09-08,0,0,0,0,0,5819468047,-1745840,660869623,-660870,6480337670,4076802425,1202779920,1199623742,1201648336,1202779920,8883634343,324016883,2406710,324016883
2021-09-09,0,0,0,0,0,6119906313,-1835972,778703407,-778703,6898609721,4466810468,1217158156,1213197260,1215714319,1217158156,9330038358,344930486,2614675,344930486
2021-09-10,0,0,0,0,0,8392720598,-2517816,1973968599,-1973969,10366689198,5506176180,1216425134,1212554537,1215108212,1216425134,10366689198,518334460,4491785,518334460
2021-09-13,0,0,0,0,0,8632399123,-2589720,1964138868,-1964139,10596537991,5716167685,1222375865,1216475333,1219143244,1222375865,10596537991,529826900,4553859,529826900
2021-09-14,0,0,0,0,0,8754085180,-2626226,1911289326,-1911289,10665374506,5800615986,1219129603,1212110400,1214388915,1219129603,10665374506,533268725,4537515,533268725
2021-09-15,0,0,0,0,0,8670604577,-2601181,1896899770,-1896900,10567504346,5784917447,1197306472,1192888187,1195085769,1197306472,10567504346,528375217,4498081,528375217
2021-09-16,0,0,0,0,0,8739821300,-2621946,1860132747,-1860133,10599954047,5822043179,1196609388,1191247240,1193444851,1196609388,10599954047,529997702,4482079,529997702
2021-09-17,0,0,0,0,0,9261861426,-2778558,1907061420,-1907061,11168922846,6185654874,1246811087,1245228753,1244417044,1246811087,11168922846,558446142,4685620,558446142
2021-09-23,0,0,0,0,0,9879170505,-2963751,1881354115,-1881354,11760524620,6625527702,1285300086,1282838906,1281557840,1285300086,11760524620,588026231,4845105,588026231
2021-09-24,0,0,0,0,0,9936230574,-2980869,1995949660,-1995950,11932180234,6793181910,1286914644,1283347817,1281821220,1286914644,11932180234,596609012,4976819,596609012
2021-09-27,0,0,0,0,0,10221740879,-3066522,2124662632,-2124663,12346403510,7083809759,1317417591,1314797890,1312960680,1317417591,12346403510,617320176,5191185,617320176
2021-09-28,0,0,0,0,0,9938346937,-2981504,2137634821,-2137635,12075981759,6997905739,1269343243,1272321786,1267067746,1269343243,12075981759,603799088,5119139,603799088
2021-09-29,0,0,0,0,0,9741362479,-2922409,2217488464,-2217488,11958850943,6999287255,1240515764,1240875934,1237656227,1240515764,11958850943,597942547,5139897,597942547
2021-09-30,0,0,0,0,0,9669311109,-2900793,2169145925,-2169146,11838457034,6921158130,1230991722,1229296573,1226018887,1230991722,11838457034,591922852,5069939,591922852
2021-10-01,0,0,0,0,0,9965244860,-2989573,2263578361,-2263578,12228823221,7186081512,1264603920,1258119572,1255414297,1264603920,12228823221,611441161,5253152,611441161
2021-10-05,0,0,0,0,0,9768346193,-2930504,2260808767,-2260809,12029154960,7064407980,1245078834,1239125481,1235463831,1245078834,12029154960,601457748,5191313,601457748
2021-10-06,0,0,0,0,0,8999752395,-2699926,2114892203,-2114892,11114644599,6459590289,1170221716,1159239759,1155371118,1170221716,11114644599,555732230,4814818,555732230
2021-10-07,0,0,0,0,0,8962869685,-2688861,2118824142,-2118824,11081693826,6427747851,1168734384,1159732318,1156744890,1168734384,11081693826,554084691,4807685,554084691
2021-10-08,47708246309,0,47708246309,4770824631,39069215,8970522088,-2691157,2118625239,-2118625,11089147328,6440471249,1168490951,1156744390,1154949787,1168490951,11089147328,554457366,4809782,5325281997
2021-10-12,47708246309,0,47708246309,4770824631,39069215,8217873008,-2465362,2015301566,-2015302,10233174574,5897552346,1089586100,1079887117,1076562911,1089586100,10233174574,511658729,4480663,5282483360
2021-10-13,47708246309,0,47708246309,4770824631,39069215,8233407728,-2470022,2029529457,-2029529,10262937185,5921734235,1090571787,1081859993,1078199383,1090571787,10262937185,513146859,4499552,5283971490
2021-10-14,47708246309,0,47708246309,4770824631,39069215,8276281981,-2482885,2035699187,-2035699,10311981168,5953671157,1095435236,1085177081,1082262457,1095435236,10311981168,515599058,4518584,5286423689
2021-10-15,47708246309,0,47708246309,4770824631,39069215,8915143577,-2674543,2047540649,-2047541,10962684226,6333390496,1162344048,1154026880,1150578754,1162344048,10962684226,548134211,4722084,5318958842
2021-10-18,47708246309,0,47708246309,4770824631,39069215,8287314846,-2486194,2000867494,-2000867,10288182340,5911087886,1100242874,1090221978,1086386729,1100242874,10288182340,514409117,4487062,5285233748
2021-10-19,47708246309,0,47708246309,4770824631,39069215,8240511728,-2472154,2020301452,-2020301,10260813180,5896142707,1096803114,1087231417,1083832828,1096803114,10260813180,513040659,4492455,5283865290
2021-10-20,47708246309,0,47708246309,4770824631,39069215,8441633104,-2532490,2110124247,-2110124,10551757351,6060010484,1127965074,1120110792,1115705926,1127965074,10551757351,527587868,4642614,5298412498
2021-10-21,47708246309,0,47708246309,4770824631,39069215,8727986419,-2618396,2140349378,-2140349,10868335798,6241076555,1160995421,1155098514,1150169886,1160995421,10868335798,543416790,4758745,5314241421
2021-10-22,0,0,0,0,0,8557953222,-2567386,2124464222,-2124464,10682417444,6120562187,1144939935,1138706318,1133269068,1144939935,10682417444,534120872,4691850,534120872
2021-10-25,0,0,0,0,0,8466042327,-2539813,2104122743,-2104123,10570165070,6042073506,1135945295,1131258140,1124942835,1135945295,10570165070,528508254,4643935,528508254
2021-10-26,0,0,0,0,0,8282975218,-2484893,2080063056,-2080063,10363038274,5903293612,1118556668,1114865849,1107765477,1118556668,10363038274,518151914,4564956,518151914
2021-10-27,0,0,0,0,0,7530391952,-2259118,2043651826,-2043652,9574043778,5429003885,1039498223,1036726340,1029317106,1039498223,9574043778,478702189,4302769,478702189
2021-10-28,0,0,0,0,0,6878029340,-2063409,1782744328,-1782744,8660773668,4868199732,951306465,947352982,942608024,951306465,8660773668,433038683,3846153,433038683
2021-10-29,95416492617,0,95416492617,9541649262,60639777,6449836339,-1934951,1601142086,-1601142,8050978424,4488213431,893394117,890645757,885331002,893394117,8050978424,402548921,3536093,9944198183
2021-11-01,95416492617,0,95416492617,9541649262,60639777,6466039427,-1939812,1549968863,-1549969,8016008290,4462654992,890958620,889457727,881978331,890958620,8016008290,400800414,3489781,9942449676
2021-11-02,95416492617,0,95416492617,9541649262,60639777,6066920353,-1820076,1494916037,-1494916,7561836390,4196059409,843066996,843066996,836575993,843066996,7561836390,378091819,3314992,9919741081
2021-11-03,95416492617,0,95416492617,9541649262,60639777,6069340824,-1820802,1464662351,-1464662,7534003175,4165189206,843805690,843805690,837396898,843805690,7534003175,376700159,3285465,9918349420
2021-11-04,95416492617,0,95416492617,9541649262,60639777,5981645259,-1794494,1388648430,-1388648,7370293689,4055324553,830294411,830294411,824085903,830294411,7370293689,368514684,3183142,9910163946
2021-11-05,95416492617,0,95416492617,9541649262,60639777,5806511624,-1741953,1232160641,-1232161,7038672265,3807190840,809281907,809281907,803635705,809281907,7038672265,351933613,2974114,9893582875
2021-11-08,95416492617,0,95416492617,9541649262,60639777,5791594088,-1737478,1282191093,-1282191,7073785181,3845771982,808086742,808086742,803752974,808086742,7073785181,353689259,3019669,9895338521
2021-11-09,0,0,0,0,0,5588210218,-1676463,1249566528,-1249567,6837776746,3670173612,792921621,792921621,788838272,792921621,6837776746,341888837,2926030,341888837
2021-11-10,0,0,0,0,0,4692890539,-1407867,1231512455,-1231512,5924402994,2743403961,796599050,796599050,791201883,796599050,5924402994,296220150,2639380,296220150
2021-11-11,0,0,0,0,0,4841785392,-1452536,1203778969,-1203779,6045564361,2861811951,797388710,797388710,791586281,797388710,6045564361,302278218,2656315,302278218
2021-11-12,0,0,0,0,0,4886477763,-1465943,1167791388,-1167791,6054269151,2903697729,789043267,789043267,783441620,789043267,6054269151,302713458,2633735,302713458
2021-11-15,0,0,0,0,0,4925835070,-1477751,1103192065,-1103192,6029027135,2923848222,777689914,777689914,772109171,777689914,6029027135,301451357,2580943,301451357
2021-11-16,0,0,0,0,0,4871371628,-1461411,804294694,-804295,5675666322,2564790562,779011990,779011990,773839790,779011990,5675666322,283783316,2265706,283783316
2021-11-17,0,0,0,0,0,4798471569,-1439541,826713648,-826714,5625185217,2512729973,779211717,779211717,774820092,779211717,5625185217,281259261,2266255,281259261
2021-11-18,0,0,0,0,0,4664387390,-1399316,858071604,-858072,5522458994,2400734724,781330425,781330425,777732996,781330425,5522458994,276122950,2257388,276122950
2021-11-19,0,0,0,0,0,4586310677,-1375893,885121845,-885122,5471432522,2334046032,785784216,785784216,780033842,785784216,5471432522,273571626,2261015,273571626
2021-11-22,0,0,0,0,0,4627018992,-1388106,924049392,-924049,5551068384,2354381062,799935595,799935595,796880537,799935595,5551068384,277553419,2312155,277553419
2021-11-23,0,0,0,0,0,5525278145,-1657583,1003479689,-1003480,6528757834,3273061270,814046622,814046622,813556696,814046622,6528757834,326437892,2661063,326437892
2021-11-24,0,0,0,0,0,5359283669,-1607785,1215070532,-1215071,6574354200,3350214738,806331145,806331145,805146026,806331145,6574354200,328717710,2822856,328717710
2021-11-25,0,0,0,0,0,5215579195,-1564674,1205849102,-1205849,6421428296,3276721681,786564321,786564321,785013653,786564321,6421428296,321071415,2770523,321071415
2021-11-26,0,0,0,0,0,4448432131,-1334530,1074968546,-1074969,5523400677,2549443100,743814193,743814193,742514998,743814193,5523400677,276170034,2409498,276170034
2021-11-29,95416492617,95416492617,0,4770824631,26940040,4351217500,-1305365,931557202,-931557,5282774702,2363881251,729982713,729982713,728945313,729982713,5282774702,264138735,2236922,5034963366
2021-11-30,190832985234,190832985234,0,9541649262,45259356,3890314184,-1167094,853610734,-853611,4743924918,1952334559,698172755,698172755,697072093,698172755,4743924918,237196246,2020705,9778845508
2021-12-01,190832985234,190832985234,0,9541649262,45259356,3314451229,-994335,818684306,-818684,4133135535,1337489341,699296453,699296453,697756835,699296453,4133135535,206656777,1813020,9748306038
2021-12-02,190832985234,190832985234,0,9541649262,45259356,3388431023,-1016529,801794773,-801795,4190225796,1394387742,699431462,699431462,697543667,699431462,4190225796,209511290,1818324,9751160552
2021-12-03,190832985234,190832985234,0,9541649262,45259356,3400386229,-1020116,507554096,-507554,3907940325,1315541732,690735207,690735207,689059610,690735207,4076806964,195397016,1527670,9737046278
2021-12-06,190832985234,190832985234,0,9541649262,45259356,3231931400,-969579,515195491,-515195,3747126891,1145487705,688919797,688919797,687256777,688919797,3899503872,187356345,1484775,9729005606
2021-12-07,190832985234,190832985234,0,9541649262,45259356,3082219988,-924666,517756307,-517756,3599976295,992183589,687338877,687338877,686350509,687338877,3740550730,179998815,1442422,9721648076
2021-12-08,190832985234,190832985234,0,9541649262,45259356,2926359355,-877908,538165046,-538165,3464524401,826251099,683262120,683262120,682949865,683262120,3558987325,173226220,1416073,9714875482
2021-12-09,190832985234,190832985234,0,9541649262,45259356,2818595855,-845579,564171701,-564172,3382767556,691178987,684543390,684543390,683499293,684543390,3428308450,169138378,1409750,9710787640
2021-12-10,190832985234,190832985234,0,9541649262,23032229,2696180879,-808854,585223796,-585224,3281404675,545363962,685577558,685577558,685132696,685577558,3287229332,164070234,1394078,9705719495
2021-12-13,190832985234,190832985234,0,9541649262,23032229,1623081809,-486925,563234727,-563235,2186316537,577061135,691229337,691229337,689689661,691229337,3340438807,109315827,1050159,9650965089
2021-12-14,190832985234,190832985234,0,9541649262,23032229,1656673226,-497002,538350809,-538351,2195024035,576297593,693130056,693130056,691931459,693130056,3347619221,109751202,1035353,9651400463
2021-12-15,190832985234,190832985234,0,9541649262,23032229,1763734025,-529120,508872674,-508873,2272606699,531688834,701307735,701307735,700372330,701307735,3335984368,113630335,1037993,9655279597
2021-12-16,190832985234,190832985234,0,9541649262,23032229,1838263428,-551479,469769206,-469769,2308032634,472741144,695411303,695411303,694539869,695411303,3253514922,115401632,1021248,9657050893
2021-12-17,190832985234,190832985234,0,9541649262,23032229,1937892316,-581368,446789099,-446789,2384681415,411028923,698944223,698944223,698877669,698944223,3206739261,119234071,1028157,9660883332
2021-12-20,190832985234,190832985234,0,9541649262,23032229,940051978,-282016,147992052,-147992,1088044030,316097604,701343207,701343207,702798427,701343207,3122925651,54402201,430008,9596051463
2021-12-21,190832985234,190832985234,0,9541649262,23032229,2151878825,-645564,455425696,-455426,2607304521,214365155,704799622,704799622,707093003,704977428,3036034830,130365226,1100989,9672014488
2021-12-22,190832985234,190832985234,0,9541649262,23032229,2175329709,-652599,454618011,-454618,2629947720,196484475,706190652,706190652,707611596,706439295,3022916670,131497386,1107217,9673146648
2021-12-23,190832985234,190832985234,0,9541649262,23032229,2211744268,-663523,453673465,-453673,2665417733,168610163,701969300,701969300,703416527,702263656,2978228945,133270887,1117197,9674920148
2021-12-24,190832985234,190832985234,0,9541649262,23032229,2231016314,-669305,514938503,-514939,2745954817,123816256,707477210,707477210,709518890,707749714,2956039279,137297741,1184243,9678947003
2021-12-27,190832985234,190832985234,0,9541649262,23032229,2166476254,-649943,560538150,-560538,2727014404,114447783,709758413,709758413,711927163,710018198,2955909970,136350720,1210481,9677999982
2021-12-28,190832985234,190832985234,0,9541649262,23032229,1958200907,-587460,676569983,-676570,2634770890,323052157,715915514,715915514,717057989,716223602,3188164776,131738544,1264030,9673387806
2021-12-29,190832985234,190832985234,0,9541649262,23032229,617088430,-185127,364237249,-364237,981325679,554485993,720172951,720172951,721704632,720461699,3436998226,49066284,549364,9590715546
2021-12-30,190832985234,190832985234,0,9541649262,23032229,650432980,-195130,363159734,-363160,1013592714,557189687,759707204,759707204,759105908,759266449,3594976452,50679636,558290,9592328897
2021-12-31,190832985234,190832985234,0,9541649262,23032229,389603318,116881,6688804,-6689,396292122,396292122,0,0,0,0,396292122,19814606,123570,9561463868
2022-01-03,95416492617,95416492617,0,4770824631,4712914,106553913,-31966,51086451,-51086,157640364,157640364,0,0,0,0,157640364,7882018,83053,4778706649
2022-01-04,95416492617,95416492617,0,4770824631,4712914,1354767869,-406430,452072717,-452073,1806840586,268065164,770491639,770491639,767725749,769933606,3346707797,90342029,858503,4861166660
2022-01-05,0,0,0,0,0,1530756737,-459227,500408744,-500409,2031165481,504214048,763621771,763621771,761507652,761799761,3554765002,101558274,959636,101558274
2022-01-06,0,0,0,0,0,1637834982,-491350,700942257,-700942,2338777239,976168819,680352712,680352712,676869745,674966749,3688710738,116938862,1192293,116938862
2022-01-07,0,0,0,0,0,2556438891,-766932,664095186,-664095,3220534076,1845375249,685947728,685947728,684984270,681720898,4583975873,161026704,1431027,161026704
2022-01-10,0,0,0,0,0,2496785939,-749036,639952450,-639952,3136738389,1734085748,699505424,699505424,699295370,695653577,4528045544,156836919,1388988,156836919
2022-01-11,0,0,0,0,0,2390637998,-717191,645181643,-645182,3035819641,1628532620,702227571,702227571,701100782,698268904,4432357448,151790982,1362373,151790982
2022-01-12,0,0,0,0,0,2341423416,-702427,969406552,-969407,3310829968,1908779416,701174519,701174519,697697200,697995686,4706821341,165541498,1671834,165541498
2022-01-13,95416492617,95416492617,0,4770824631,4712914,2448746209,-734624,976987151,-976987,3425733360,2015428617,706044535,706044535,700970544,702754871,4831243103,171286668,1711611,4942111299
2022-01-14,95416492617,95416492617,0,4770824631,4712914,3577405470,-1073222,971115749,-971116,4548521219,3159898107,694022028,694022028,689799082,689220026,5926961271,227426061,2044337,4998250692
2022-01-17,0,0,0,0,0,3417114363,-1025134,942163223,-942163,4359277587,3041909565,657632881,657632881,652735137,650632877,5660543341,217963879,1967298,217963879
2022-01-18,0,0,0,0,0,3523780240,-1057134,938114444,-938114,4461894684,3135266902,662823515,662823515,656961923,655981171,5773857026,223094734,1995249,223094734
2022-01-19,0,0,0,0,0,3554981758,-1066495,905142039,-905142,4460123798,3098113477,680766092,680766092,675140109,674661973,5809447744,223006190,1971637,223006190
2022-01-20,0,0,0,0,0,3508725865,-1052618,960846342,-960846,4469572207,3081175815,693599906,693599906,687675610,686479030,5842530267,223478610,2013464,223478610
2022-01-21,0,0,0,0,0,3516362165,-1054909,1062025137,-1062025,4578387302,3133313204,721292216,721292216,717026612,714536945,6007461193,228919365,2116934,228919365
2022-01-24,0,0,0,0,0,3626635633,-1087991,1118217930,-1118218,4744853563,3288217768,727464009,727464009,722005320,720297542,6185448648,237242678,2206209,237242678
2022-01-25,0,0,0,0,0,3761958197,-1128587,1154751336,-1154751,4916709533,3440418009,736239760,736239760,732021496,728209492,6373128517,245835477,2283339,245835477
2022-01-26,0,0,0,0,0,3851324466,-1155397,1179000852,-1179001,5030325318,3557855187,734653074,734653074,730197543,727033560,6484392437,251516266,2334398,251516266
2022-01-27,0,0,0,0,0,3887385757,-1166216,1201923934,-1201924,5089309691,3629918915,727735330,727735330,722147779,718227664,6525765019,254465485,2368140,254465485
2022-01-28,0,0,0,0,0,3994250840,-1198275,1205451468,-1205451,5199702308,3732768571,731633995,731633995,726786059,723120312,6645942933,259985115,2403727,259985115
2022-02-03,0,0,0,0,0,4029314218,-1208794,1190815000,-1190815,5220129217,3762908778,726731005,726731005,723594179,719835750,6659800718,261006461,2399609,261006461
2022-02-04,0,0,0,0,0,4056346728,-1216904,1181212042,-1181212,5237558770,3780853810,725924747,725924747,722841188,717985722,6673530215,261877938,2398116,261877938
2022-02-07,0,0,0,0,0,3916098983,-1174830,1148771044,-1148771,5064870027,3647936131,705540382,705540382,701822361,695969230,6456808487,253243501,2323601,253243501
2022-02-08,0,0,0,0,0,3684751658,-1105425,1065178658,-1065179,4749930316,3407392789,667459867,667459867,664278119,656660325,6063250967,237496516,2170604,237496516
2022-02-09,0,0,0,0,0,3680428764,-1104129,1048155992,-1048156,4728584756,3390815684,665542288,665542288,662143802,655459306,6039503369,236429238,2152285,236429238
2022-02-10,0,0,0,0,0,3675237815,-1102571,1066965564,-1066966,4742203378,3399989080,668082599,668082599,664204885,658155784,6058514946,237110169,2169537,237110169
2022-02-11,0,0,0,0,0,3614353872,-1084306,1057591178,-1057591,4671945050,3337405667,663283265,663283265,658906863,650934010,5973813070,233597253,2141897,233597253
2022-02-14,0,0,0,0,0,3616033477,-1084810,1060684004,-1060684,4676717481,3340522572,664099486,664099486,659705191,651709255,5980135990,233835874,2145494,233835874
2022-02-15,0,0,0,0,0,3618319336,-1085496,1057863838,-1057864,4676183174,3335209713,666351306,666351306,661810099,653539250,5983261674,233809159,2143360,233809159
2022-02-16,0,0,0,0,0,3607472502,-1082242,1062963746,-1062964,4670436248,3327157217,667478038,667478038,662843643,654520687,5979477623,233521812,2145205,233521812
2022-02-17,0,0,0,0,0,3613808197,-1084142,1065132530,-1065133,4678940727,3326710229,672412872,672412872,668025144,660620389,6000181505,233947036,2149275,233947036
2022-02-18,0,0,0,0,0,3622517561,-1086755,1067911715,-1067912,4690429275,3327109950,678291755,678291755,674091208,667355393,6025140061,234521464,2154667,234521464
2022-02-21,0,0,0,0,0,3636930645,-1091079,1064460137,-1064460,4701390782,3332430703,680685519,680685519,676257251,668668210,6038727202,235069539,2155539,235069539
2022-02-22,0,0,0,0,0,3663596194,-1099079,1057204087,-1057204,4720800281,3345810152,684020690,684020690,679743270,672794522,6066389324,236040014,2156283,236040014
2022-02-23,0,0,0,0,0,3759528731,-1127859,1116006364,-1116006,4875535096,3455455937,706655795,706655795,702365136,695597567,6266730230,243776755,2243865,243776755
2022-02-24,0,0,0,0,0,3505607445,-1051682,1057872916,-1057873,4563480361,3214288327,672204140,672204140,668570295,663786541,5891053442,228174018,2109555,228174018
2022-02-25,0,0,0,0,0,3480892120,-1044268,1036582397,-1036582,4517474517,3133277587,689302412,689302412,685439945,679847839,5877170195,225873726,2080850,225873726
2022-02-28,0,0,0,0,0,2920253091,-876076,1010364367,-1010364,3930617458,2543224883,691099641,691099641,687379480,682186187,5294989833,196530873,1886440,196530873
2022-03-02,0,0,0,0,0,2965185058,-889556,841772502,-841773,3806957560,2466053164,668630309,668630309,665465678,661821900,5130601360,190347878,1731328,190347878
2022-03-03,0,0,0,0,0,3027790104,-908337,866002167,-866002,3893792271,2546454815,671383189,671383189,668578302,664007223,5221806717,194689614,1774339,194689614
2022-03-04,0,0,0,0,0,2823100574,-846930,836073203,-836073,3659173776,2310252969,672030661,672030661,670396227,665536741,4990247258,182958689,1683003,182958689
2022-03-07,0,0,0,0,0,2555605830,-766682,770045647,-770046,3325651477,1995174472,662317898,662317898,661028341,655187131,4636025740,166282574,1536727,166282574
2022-03-08,0,0,0,0,0,2546076226,-763823,737388019,-737388,3283464245,1938503080,669059041,669059041,669182807,662339725,4608143694,164173212,1501211,164173212
2022-03-10,0,0,0,0,0,2582798035,-774839,764415216,-764415,3347213251,1998204016,670878096,670878096,671651496,664398452,4676010156,167360663,1539255,167360663
2022-03-11,0,0,0,0,0,2612536627,-783761,771130883,-771131,3383667510,2035316204,670830328,670830328,670830328,664139679,4711946868,169183375,1554892,169183375
2022-03-14,0,0,0,0,0,2667061073,-800118,966187959,-966188,3633249032,2284825359,671005664,671005664,671005664,664593319,4962435670,181662452,1766306,181662452
2022-03-15,0,0,0,0,0,3310995701,-993299,922172338,-922172,4233168038,2880544696,673392561,673392561,673392561,667554339,5568276717,211658402,1915471,211658402
2022-03-16,0,0,0,0,0,3204691938,-961408,897889878,-897890,4102581816,2737387792,678914434,678914434,678914434,671549279,5445680373,205129091,1859297,205129091
2022-03-17,0,0,0,0,0,3106155122,-931847,882818310,-882818,3988973432,2647242789,667949996,667949996,667949996,662119346,5313212124,199448672,1814665,199448672
2022-03-18,0,0,0,0,0,3051873953,-915562,895944579,-895945,3947818531,2607056972,667605953,667605953,667605953,662056300,5271931132,197390927,1811507,197390927
2022-03-21,0,0,0,0,0,3171631868,-951490,935463334,-935463,4107095201,2748082732,676998967,676998967,676998967,671984431,5451064063,205354760,1886953,205354760
2022-03-22,0,0,0,0,0,3073026868,-921908,917277710,-917278,3990304578,2732211716,626689247,626689247,626689247,621974880,5234254339,199515229,1839186,199515229
2022-03-23,0,0,0,0,0,3256865207,-977060,961470056,-961470,4218335263,2958776428,627338648,627338648,627338648,622457109,5463249481,210916763,1938530,210916763
2022-03-24,0,0,0,0,0,3342468052,-1002740,976757331,-976757,4319225383,3041619429,637330010,637330010,637330010,634384077,5587993536,215961269,1979498,215961269
2022-03-25,0,0,0,0,0,3351811484,-1005543,984210346,-984210,4336021831,3050292802,640386690,640386690,640386690,635431040,5606883911,216801092,1989754,216801092
2022-03-28,0,0,0,0,0,2616673319,-785002,840601027,-840601,3457274346,2415928000,519023719,519023719,519023719,515724812,4488723970,172863717,1625603,172863717
2022-03-29,0,0,0,0,0,2540459668,-762138,806024682,-806025,3346484350,2337817068,503206793,503206793,503206793,500953098,4348390545,167324217,1568163,167324217
2022-03-30,0,0,0,0,0,2449237326,-734771,783696735,-783697,3232934061,2258238451,486862276,486862276,486862276,485891218,4204716497,161646703,1518468,161646703
2022-03-31,95416492617,95416492617,0,4770824631,4712914,2519326113,-755798,806746356,-806746,3326072469,2327956029,499997880,499997880,499997880,501877199,4329826868,166303623,1562544,4937128254
2022-04-01,95416492617,95416492617,0,4770824631,4712914,2472660580,-741798,801569864,-801570,3274230444,2289697703,492495562,492495562,492495562,492953946,4260138336,163711522,1543368,4934536153
2022-04-04,190832985234,190832985234,0,9541649262,11750235,2499852920,-749956,814409847,-814410,3314262766,2317109852,498413115,498413115,498413115,498086431,4310435628,165713138,1564366,9707362400
2022-04-05,190832985234,190832985234,0,9541649262,11750235,2529089129,-758727,826200178,-826200,3355289307,2350233765,503802148,503802148,503802148,506350901,4367991109,167764465,1584927,9709413727
2022-04-06,190832985234,190832985234,0,9541649262,11750235,2523865263,-757160,828107824,-828108,3351973087,2347925194,503421466,503421466,503421466,506216504,4364406096,167598654,1585267,9709247916
2022-04-07,190832985234,190832985234,0,9541649262,11750235,2594260465,-778278,885828385,-885828,3480088850,2437124282,522512790,522512790,522512790,524573803,4529236457,174004442,1664107,9715653704
2022-04-08,190832985234,190832985234,0,9541649262,11750235,2557670480,-767301,875176836,-875177,3432847316,2402279339,516109260,516109260,516109260,517759802,4468366920,171642366,1642478,9713291628
2022-04-11,190832985234,190832985234,0,9541649262,11750235,2297381875,-689215,778542774,-778543,3075924649,2148693795,465744183,465744183,465744183,470001697,4015928042,153796232,1467757,9695445494
2022-04-12,190832985234,190832985234,0,9541649262,11750235,2251431241,-675429,778744206,-778744,3030175446,2116025289,458693274,458693274,458693274,461929666,3954034777,151508772,1454174,9693158034
2022-04-13,190832985234,190832985234,0,9541649262,11750235,2207301224,-662190,787444974,-787445,2994746197,2091483481,453589403,453589403,453589403,457505493,3909757184,149737310,1449635,9691386572
2022-04-14,190832985234,190832985234,0,9541649262,11750235,2121971022,-636591,758209077,-758209,2880180099,2009699275,436881528,436881528,436881528,440163760,3760507619,144009005,1394800,9685658267
